product_name,review_text,tags
Amazon Fire Tablet,"Screen is too dark for movie watching. Good for the money.  Buy it on Black Friday to get the best price. My only nitpick is that the screen is too dark for movies, even at the brightest setting.  They are hard to see. Pick something else if you want a good screen for movie watching.","[""performance"",""value""]"
Kindle Tablet ,"Screen “adjusts” without my moving it. I love the Fire HD 8. However, I bought two as a package deal.  The yellow one has issues — it randomly flips the screen so it is upside down (& I didn’t move it at all). I use it to play games such as Bingo so it is frustrating.","[""performance""]"
Peppermint Oil,scent does not last one minute even. I don't reommend,"[""quality""]"
Earplugs,"Scared the crap out of me. Scared the crap out of me!. Put them in to try them out, went to pull them out by the stem like normal and the stem came off with the plug still in my ear. Luckily I got some tweezers and got them out..... not a well thought out design.","[""design""]"
Coffee Maker Cups,"Savings. Exelent,  save on coffee,  water,  no waste, easy to clean, actually i just dump the coffee in the garbage,  save on filters. Thanks","[""value""]"
Foot Scrubber / Massager,Save your money. Tickles my feet. Don't like it. Save your money!!!!!!,"[""none""]"
Listerine pump for mouthwash,Sanitary. Very handy,"[""design""]"
Exfoliating Cloth,"Salux Wathclothes. Love these! The bumps on my legs finally gone! I just use on my arms on legs. Also, a great gift for girlfriends!","[""performance""]"
Tea Infuser,"Safe?. The filter arrived defective, the metal appears to be printed on the outside of the plastic and could potentially end up in the tea itself. Try a different brand!","[""quality""]"
Necklace,Sadness. Pretty but poor quality. Broke the first time I used it.,"[""quality""]"
Echo Dot,Sad. Hardly recognizes what I ask for... Only good for telling jokes and the weather.  Other then that don't bother.,"[""performance""]"
Bath Towel / Wrap,"Runs small and stiff Velcro. Nice light weight fabric, but Velcro closure sticks to it so well that it's difficult to put on.  Also runs very small.","[""design"",""quality""]"
Soft Tissues,Runny nose corrector. Need to be softer,"[""quality""]"
Cotton Rounds,"Rough, with sharp edges. These are basically paper rounds. The edges are very sharp, and my face was irritated after using them.","[""quality""]"
Exfoliating Cloth,Rough texture. Would not recommend. Too scratchy,"[""quality""]"
Peppermint Oil,"Rootbeer Licorice. This essential oil may be organic, it may be pure, but pure what? It smells nothing like any frankincense that I have ever smelled. It smells like rootbeer and licorice. Perhaps the distillation equipment is sullied with sassafras oil or something...I can't figure it out. Too good to be true for organic frankincense.","[""quality""]"
Glycerin,ripped off. they advertise this as 43 ounces but when I got it there was only 32 ounces. Do not waste your money,"[""quality""]"
Contact Lens Solution,Rinse well after soaking in this. be sure to rinse contacts really well with saline before putting in your contact,"[""performance""]"
Earbuds,Right earbud stopped working! Got a replacement & just purchased a new pair. Good headphones but not for running. They can fall out of your ears. *****Update... The right one is no longer working.  What a disappointment!<br /><br />1st time - 1 star-  got a replacement for ear bud. Just purchased again today. It's kinda early to tell if they work.,"[""quality""]"
Soap Sheets,ridiculous. 1 sheet will not wash anything.. ridiculous.  1 sheet will not wash anything.  Use 15 sheets maybe,"[""performance""]"
Cleaner,Review. Doesn't work as well as it used to.,"[""performance""]"
Coffee Maker Cups,Reuseable. Poor quality lid didn’t fit well.  Small amt coffee grounds seemed to get out during process,"[""quality""]"
Earbuds,RETURNING/DEFECTIVE/MISSING PARTS.. There were no adjustable ear pieces in with the packaging. The sound was broken/intermittent. Returning these ASAP!,"[""quality""]"
Kindle Tablet ,Returned. Was not impressed,"[""none""]"
Water Filter,Returned. Returned,"[""non-review""]"
Water Filter,"Returned. Fridge broke down and had to be scrapped, so filter was returned, sorry!","[""non-review""]"
UV-C Sanitizer and Deodorizer,"Returned without using..... I don't have this so I guess I sent it back without ever trying it, sorry no review then.... Don't even remember why......","[""non-review""]"
Glycerin,Return. I did not order this product and need to know how I can return and get a refund!,"[""non-review""]"
Cotton Rounds,Remove makeup or to use with a light cleanser or toner water to remove dirt off face. As advertised<br />Great to use with my toner wipes,"[""performance""]"
Amazon Fire TV Stick,Remote stopped working. The remote has stopped working even when the batteries have been changed multiple times. It has been less than a year from when I bought it. It’s extremely disappointing.,"[""quality""]"
Amazon Fire TV Stick,Remote freezes. Freezes all the time. Can’t move or go home etc... returning and upgrading to 4K and hope it works like it should. We have a good internet connection  so movies stream well but the remote stops working at least once per use.,"[""performance""]"
Amazon Fire TV Stick,Remote didn't work.. Remote would not work. Got a refund and ordered the 4k stick,"[""quality""]"
Echo Dot,Reminders to take my medication!. We love ours! I like it when I say Alexa tell me a dirty joke!! Too funny!,"[""performance""]"
Curling Brush / Iron,"relaxed body. Nice product, doesn't give as tight a curl as and iron does but does lift the hair.","[""performance""]"
Amazon Smart Plug,Recommended. Super happy and got it on promo! Would recommend,"[""value""]"
Amazon Fire TV Stick,recommended by Jupiter TV. I will be attaching this to my main television so we can test Jupiter TV. This fire stick was highly recommended by that company and they even sell it on their site.,"[""non-review""]"
Amazon Echo Show,Recipes. Having recipes displayed making cooking so much easier.,"[""performance""]"
Cotton Rounds,"Received different brand. Like other reviews have showed I received a different brand than when I first ordered these, the ones I first ordered were great, didn’t leave any cotton on face, the ones I received the second time were the worst I’ve ever used, fell apart and leaves bits of cotton all over my face. Seems like a bait and switch...","[""quality""]"
Coffee Maker,"Really good coffee. This product makes great coffee, easy to use. It's a bit of a hassle than just turning your coffee machine on but worth it.","[""performance""]"
Contact Lens Solution,Really expensive. This stuff is good; it makes my contacts feel more comfortable and certainly keeps them cleaner. But this stuff is so damned expensive! It probably cost pennies to make and they run up the price because they have market share. With the way you have to use the product you run out of it super quickly and realize you've just blown $15 on a few weeks worth of contact cleaner. Crazy!,"[""performance"",""value""]"
Stain Remover,"Really  remove stains. Took all stains out off clothes, then other brands","[""performance""]"
Hair Spray Bottle,"reallly cool. I love this idea. however it is not continuous as in will spray as long as press down it is continuous for long spurts, then you press again for a long burst. But not like as long as finger on trigger it sprays..... but still like so far.","[""performance""]"
Earbuds,Randomly disconnects. Randomly disconnects.,"[""performance""]"
Soft Tissues,"Quite powdery. I sincerely believe that these make me sneeze more as a result of the dust getting into my nose! If you're not sensitive like me, you may still like these since they are quite soft.","[""quality""]"
Amazon Fire TV Stick,"Questionable purchase. after 9 months both Firesticks will not work, no matter what we do.","[""quality""]"
Soft Tissues,Quality. Kleenex will never measure up to Puffs plus lotion.  I had to order Kleenex during the run on paper products,"[""quality""]"
Cotton Rounds,Quality. Good,"[""quality""]"
Peppermint Oil,"Quality this time is low. I've gotten this lol from this brand before and love it. I use it on my face as my sole product, and my skin is radiant.<br /><br />This time, though, the product is unsatisfactory. It smells and looks like rancid almond oil. It does not have the color or smell of pumpkin seed oil in the least.","[""quality""]"
Echo Dot,Pure trash. A terrible device. Pay walls for a lot of things like music even though I have prime.<br /><br />It can't understand most requests. Do not buy it.,"[""performance""]"
Glycerin,"Purchased for tinctures and e juice. High quality glycerin, tastes fine. Used to make super strong herbal tinctures and e juice. Works well with dual coil SMOK cartridges as an e juice.","[""performance"",""quality""]"
Listerine pump for mouthwash,"pump is broken , unusabe. pump is broken, unusable","[""quality""]"
Yoga Mat Cleaner,"Pump does not work.  I should have checked all the reviews. The scent is nice, but the bottle is garbage.  You press down and it just stays down.  I'm going to have to put it in my own bottle.  I will not order from this brand again.  &lt;revised>  The vendor reached out to me and gave me a full refund.  Since this covers the cost of my own bottle, I would likely order from them again.","[""quality""]"
Amazon Smart Plug,"Pug works well, hate the app. Plug works fine. Hate the app","[""performance""]"
Soft Tissues,"Puffs plus - what’s not to love?. Great value, consistent product. Happy with subscribe and save - so far as I can tell, these are the same as in big box stores and similar value for the money.","[""value""]"
Soft Tissues,Puff tissue. Great quality<br /><br />Grade: A,"[""quality""]"
Back Cushion,"Promotes good posture. I purchased this because I recently started taking online classes again and I will be spending more time in my desk chair. Poor body mechanics can cause back pain, breakdown of joints etc. This cushion was just what I needed to help me obtain good posture and prevent a sore booty.","[""performance""]"
Listerine pump for mouthwash,Product Reviews. Product received is NOT the item picked.,"[""non-review""]"
Eyebrow Tint,"Product has changed and not “dark” brown. Something is different - the dark brown is not as dark brown. I would describe it as light brown or brown, not dark at all. The new product does not result in the same depth of color or longevity. I’m very disappointed and contacting them to find out what has changed and why.","[""quality""]"
Smart Scale,Product eventually won't turn on!. worked great for 2 years.  now it won't turn on!,"[""quality""]"
Coffee Filter,"Product does work, I think the packet is too .... Product does work, I think the packet is too dense which does not allow water flow to the machine. I removed it altogether and opted to use pre filtered water  prior to filling.","[""performance""]"
Coffee Maker,"produces fantastic coffee. Zero complaints. AeroPress is amazingly handy and very convenient to use, both at home and on camping trips...packs down small, lightweight, produces fantastic coffee.  Zero complaints, 100% happy customer.","[""performance""]"
Water Filter,"Pricey but available. I have used other suppliers of filters in the past but the vendors seem a bit flaky.  I feel more confidant sticking with the more expensive factory replacement filter on my expensive refrigerator than chancing a purchase from a vendor whose identity will change or disappear frequently.  Mumble, gripe, pay and enjoy.","[""value""]"
Kindle Tablet ,Priced perfectly. Great price,"[""value""]"
Insect Repellent,PREVENTS BUGS FROM DOGS. ME AND MY DOG WERE BOTH ALLERGIC,"[""none""]"
Crown / Tiara,"Pretty, but arrived broken. This tiara is beautiful and I know my daughter will love it. However, front was separated from the headband on one side. I decided to hot glue it, i hope that it holds up.","[""quality""]"
Hairspray,"Pretty sure this is a fake. Not the same wonderful scent as salon.. This smells nothing like the product I purchase at the salon or beauty supply. The can looks like it's the same, but it smells like nail polish. I am pretty sure it's a fake and I am disappointed.  Half of the reason I buy it is because of the scent.","[""quality""]"
Coffee Maker Cups,"Pretty purple and gold! Luv it!. I bought the 6pack cups, perfect! I usually buy a 4 pack of black ones. They seems small and don't fit my little white filters to well. These pretty purple ones fit great! And, for a dollar more, I get 2more! Thanx so much for the fast delivery too!","[""design"",""value""]"
Hair curler,"pretty good.. Works pretty well on my fine, but thick hair. Holds the curl well. I wish there was a clamp though. I like the look of the loose curls it makes.","[""performance""]"
Necklace,"Pretty but small catch. This is an attractive piece of jewelry but I haven't worn it yet because the catch is too small to see. I have to take it to a jeweler for a larger, easier catch.","[""design""]"
Kitchen Tools,PRETTY 👌. Sorta too big for some spots on ove but overall a really  good biy,"[""design""]"
Amazon Smart Plug,Present. Present with Dot,"[""non-review""]"
Yoga Mat Cleaner,Present for mum on Mothers' Day. Present for mum on Mothers' Day,"[""non-review""]"
Coffee Filter,"Prefer the Unbleached. I prefer the unbleached - might be my imagination but the unbleached drains more quickly and doesn't, as some have written, have any different taste - none at all.","[""performance""]"
Hair Spray Bottle,Practico. Cabello,"[""non-review""]"
Kindle Tablet ,"Powerful and really simple to use.. Use this to watch streaming television like Netflix, Hulu and Amazon Prime vids.","[""performance""]"
Water Filter,"Possibly counterfeit product. I think this may be a fake Samsung product... The water taste gross, it takes better from the tap than it does through this filter. Very metallic tasting. I will be buying directly from Samsung from now on.","[""quality""]"
Water Filter,Poor!. For some reason with this one our water does not get cooled down!,"[""performance""]"
Amazon Echo Show,"Poor voice recognition. I have two other Alexa devices. This one has very poor voice recognition. Often I cannot get it to even turn off by command. Sometimes it will suggest using ""Alexa exit"" which oddly enough never works. The other two devices work quite well. Only the Echo 5 fails so miserably l.","[""performance""]"
Echo Dot,"Poor sound quality. Very poor sound quality. If I could return it, I would.","[""performance""]"
Earbuds,"Poor sound quality. Overall earbuds wasn't bad, but sound quality was poor., little to no bass.<br />Save your money","[""performance""]"
Echo Dot,Poor sound quality for music. Don't buy these for music speakers. Spend a little more on a quality name brand bluetooth for your music enjoyment.,"[""performance""]"
Coffee Filter,"Poor quality. This product just didn't work for me. Every time I use them they break open and I still have to clean the K Cup of coffee grounds. For me, I'd rather use the reusable K cup than waste a coffee filter that isn't working anyway.","[""quality""]"
Coffee Scoop,Poor Quality. This product broke before I ever used it.,"[""quality""]"
Tea Infuser,Poor Quality. This item is of such poor quality that I doubt that it will last much more than a month or two. Every time I use it I wonder that the hot water didn't cause it to melt.,"[""quality""]"
False Eyelashes,"Poor Quality. These lashes are super weak and flimsy. Also, they don't come with glue.","[""quality""]"
Coffee Filter,"Poor quality. Not as good as genuine , too much charcoal dark rinses off in the beginning","[""quality""]"
Kitchen Tools,"Poor quality, does not fit right.  Do not buy this C**P. I bought several times from the other vendors and pans were fine.  this time I bought the cheapest and was punished.  Pans do not fit right... do not buy this!","[""quality""]"
Earbuds,"Poor mic. If you received/dialled a call using phone directly, and switched to this Bluetooth device after 10 seconds of conversation, person at other end will hear you okay. But if you do the same in Bluetooth mode, the person at the other end will not hear your voice.","[""performance""]"
Coffee Filter,Poor design.. Won’t buy again. Makes too much work for a cup of coffee.,"[""design""]"
Coffee Maker Cups,"Poor design. Poor design. Raised bottom reduces capacity for grinds. Too much filter surface area allows fast water flow, hence weak coffee. Had to return.","[""design"",""performance""]"
Amazon Fire Tablet,"Poor battery life. I bought this so I could stream movies and play games during a flight. It works great for streaming videos but playing games is difficult unless the battery is fully charged. Once the battery charge gets below about 40 % the touch screen becomes erratic, for example moving, or not moving pieces when the screen is touched. No time to aim or adjust, it just fires randomly.","[""performance""]"
Kitchen Tools,"POJ. Piece of junk, already had to toss one for getting hot and melting","[""quality""]"
Amazon Smart Plug,"Plug in for Alexa. Works perfectly and always does what it states. Also, works in Spanish also.","[""performance""]"
Bath Towel / Wrap,pleasant blue color. works as it should...plenty of coverage...doesn't feel like it will fall off.,"[""design"",""performance""]"
Soft Tissues,Plastic?. I don’t like how there’s plastic. I like the other Puffs boxes!,"[""design""]"
Coffee Scoop,Plastic garbage. Don't understand all the good reviews. To me it's just another  &#34;made in china&#34;  piece of junk.,"[""quality""]"
Necklace,"picture is much better that real. fits weird, picture is much better that real thing","[""design""]"
Tea Infuser,"Photos MISLEADING- this is ONE infusion basket. We were looking to replace our Finum tea infusion baskets after multiple years of use. The photo is misleading, showing two baskets. This is not a good value for one little infusion basket.","[""value""]"
Cotton Rounds,Perfect. Works perfectly as intended with no issues!,"[""performance""]"
Dishwasher Magnet,Perfect. This magnet makes figuring out if the washer is clean or dirty a breeze. You don't have to yell at your spouse to figure out if it's clean or dirty.,"[""performance""]"
UV-C Sanitizer and Deodorizer,Perfect. Perfect for my kitchen. Keeps those odors away.,"[""performance""]"
Earbuds,Perfect. I have tried (and returned) several earbuds because they stick out so far. These fit perfectly in my ear with no big mass sticking out! The sound quality is excellent! Super happy!,"[""design"",""performance""]"
Cotton Rounds,perfect. good for many jobs,"[""performance""]"
Dishwasher Magnet,"Perfect. Finally found one, been looking for years","[""none""]"
Dishwasher Magnet,Perfect. Does what it is supposed to do - a perfect indicator as long as you remember to change it.,"[""performance""]"
Kitchen Tools,Perfect. Cheap and quick thank you very much,"[""value""]"
Hair Clips,Perfect!. They're perfect in every way....  Glad I brought them.,"[""none""]"
Kitchen Tools,Perfect!. Beautiful and fits perfectly. Took two seconds to install and along with the new burners it was a new stove! So very happy.,"[""design"",""performance""]"
Coffee Scoop,"Perfect use with single serve paper coffee filters.. Fantastic product. I use this with paper filters, it fills the filter paper, and then tamps the coffee down need to tamp the coffee down to get the right portion. Love it!","[""performance""]"
Hair Spray Bottle,Perfect sized hair sprayer. Great sprayer for my hair when it’s dry and needs refreshing before washing. Spray stream  is steady and voluminous; saving me the trouble of getting into the shower to wet my hair.,"[""performance""]"
Cotton Rounds,Perfect size. I like them a lot,"[""none""]"
Kindle Tablet ,"perfect size. I have the 7, i have the 10, and the paperwhite too (can't remember if 7""), but anyway, the 10 for me is too heavy and awkward to sit and watch TV and surf the net, or shop, or play games.  I gave the 10"" to my parents that ""need"" the bigger screen, and I am so happy I got the 8""----perfect for me!","[""design""]"
Amazon Echo Show,Perfect size for work. Bought this for work.  Fits on my salon station perfectly.  My clients love being able to change the music to their style.,"[""design""]"
Shower Cap,"PERFECT SIZE AND FIT!. I love these Shower Caps. PERFECT size to FIT OVER MY CURLERS when I take a shower! The elastic band lasts well, and is not overly tight -- it is just right! I bought more than one so I would always have one, could take when traveling, etc.","[""design"",""performance""]"
Echo Dot,"Perfect gift!. Bought them for kids, they lived them!","[""none""]"
Glycerin,Perfect for dyeing Sola wood flowers. I bought this to add to paint for dying Sola wood flowers. Works great,"[""performance""]"
Makeup Brush Holder ,Perfect for drying brushes!. More than enough holes for your day to day use. Helps your brushes to dry the recommended way.,"[""performance""]"
Water Filter,Perfect fit. Works as expected.,"[""performance""]"
Eyebrow Tint,"Perfect Eyebrow color. East to use - lasts about one month!  Perfect solution,","[""design"",""performance""]"
Stain Remover,"Para manchas faciles de remover. Buena fragancia, quita las manchas simples, las mas profundas no pudieron ser removidas","[""performance""]"
Kindle Paperwhite e-reader.,Paperwhite - light and easy!. Lighting is amazing!  The size is “handy” and it is easy to use with a touch screen.  Only issue is the page turning function is a little “hair trigger”. If you just bump the device it turns the page on you!,"[""design"",""performance""]"
Earbuds,"Panasonic makes good products. These have lasted longer. I go through ear buds like crazy, but Panasonic makes good products. So, I got one pair for my Mac, and another for my little radio.","[""quality""]"
Water Filter,Overpriced. Overpriced... I was stupid and didn't research... You should be able to find this type of filter for $30 or under.,"[""value""]"
Water Filter,Overpriced. It's too expensive but I didn't see any other options....,"[""value""]"
Water Filter,"Overpriced, Go with one of the Replacement Brands. Don't waste your money.  For this price order 2 of the bargain filters and get the same result.","[""value""]"
Insect Repellent,Over priced. Very disappointed in this seller/price. I paid $9 plus shipping for this small bottle. I paid $4 for the green bottle and $5 for the off spray at Walmart. I ordered it for my newborn baby since we are traveling to africa. The seal was very difficult to remove. I just hope it repels against mosquitoes and malaria for this expensive price!,"[""design"",""value""]"
Amazon Echo Show,Over priced clock and timer. Ehh. It’s alright,"[""value""]"
Amazon Fire Tablet,Ours lasted 15 months. Ours lasted only 15 months,"[""quality""]"
Contact Lens Solution,"OUCH! BURNS - takes more than 6 hours to neutralize. I have used this for years with no problem, but for some reason, with this last order, it burns even after 6 hours of soaking. Either I have to soak several hours longer, or switch to something that doesn't have a time requirement.","[""performance""]"
Echo Dot,"Otherwise happy with it. Sometimes seems to have trouble hearing you when you say &#34;echo&#34;, causing you to have to repeat yourself. Otherwise happy with it. I like that it comes in the while color. Goes nice in the kitchen.","[""design"",""performance""]"
Soft Tissues,"Original Kleenex is softer and cheaper.. I found the tissues to be bone dry and not as smooth as original Kleenex. Their thicker which is unessential from my perspective ,cost more and you get less. I'm returning mine as a 100% dissatisfied customer.","[""quality"",""value""]"
Water Filter,Oops. Right number wrong item.,"[""non-review""]"
Bluetooth Speakers,Oontz Angle 3 Next Generation Speaker. Love my little speaker! I connect it wirelessly Tommy iPod and off to the garden or shower I go! Nice! No wires to trip over or pull on - excellent!!!! They made fun of me when they saw it but now they just say - nice speaker Mom!!!!! I agree 100%!!! Love my speaker and it's all mine.,"[""design"",""performance""]"
Earbuds,Only lasted 9 months. They just stopped working last week.  I don't know why.  Even cheap ear buds should last longer than 9 months.,"[""quality""]"
Hair Spray Bottle,"Only for Water. I like the way the bottle sprays when it has water in it. I wanted to use it for other product, but it clogs the sprayer.","[""performance""]"
Amazon Fire TV Stick,Only came with 5. 6gb full capacity. Actually .... Only came with 5.6gb full capacity. Actually lower than the Fire Stick. I think I got a lemon as they are advertised to have 8gb,"[""quality""]"
Back Cushion,One Star. Worthless!,"[""none""]"
Cleaner,One Star. waste of money. doesnt clean anything,"[""performance""]"
Coffee Filter,"One Star. Waste of money, no noticeable difference in performance.","[""performance""]"
False Eyelashes,One Star. Very thin and cheaply made.,"[""quality""]"
Hair Clips,One Star. Very cheap and broke first use.,"[""quality""]"
Yoga Mat Cleaner,One Star. Useless.,"[""none""]"
Necklace,One Star. Ugly,"[""design""]"
Water Filter,"One Star. Too expensive, lasts only 6 months and no free shipping from Amazon.","[""value""]"
Hair curler,One Star. Too difficult to use!,"[""design""]"
Exfoliating Cloth,"One Star. this is not the genuine product, I used this product for a long time it is not the same.","[""quality""]"
Bath Towel / Wrap,One Star. Thin flimsy and cheaply made.  One of the ugliest color reds. Returned.,"[""quality""]"
Peppermint Oil,One Star. They don't tell you that it says on the label that it is not to be taken internally.,"[""non-review""]"
Earbuds,One Star. These are not worth anything. They did not last but one day with my 7 year old daughter.,"[""quality""]"
Hair Diffuser Attachment,One Star. The diffuser collapses easily. If I could give it a negative star I would.,"[""quality""]"
Makeup Brush Holder ,One Star. The device does not stand up every time I take a brush out the whole thing falls over.,"[""performance""]"
Hair Clips,One Star. The clips broke very easily. Not very durable.,"[""quality""]"
Insect Repellent,One Star. Smelled fine but did nothing to keep Mosquitos away,"[""performance""]"
Foot Scrubber / Massager,"One Star. save your money, does not stick to shower floor.","[""performance""]"
Insect Repellent,One Star. Oily,[“quality”]
Curling Brush / Iron,"One Star. Not what I wanted, wanted the 1 inch!","[""none""]"
Anti-slip wax for glasses,One Star. Not really all that thrilled with this.,"[""none""]"
Curling Brush / Iron,One Star. Not hot enough to keep a curl! Sorry,"[""performance""]"
False Eyelashes,"One Star. Not good, i m not recommended","[""none""]"
Yoga Mat Cleaner,One Star. Left a film on my mats and the scent was not pleasant. Just my observation and opinion.,"[""quality""]"
Soap Sheets,One Star. just a sticky mess!,"[""quality""]"
Insect Repellent,One Star. JUNK,"[""none""]"
Earbuds,One Star. It said iPhone compatible but the adapter doesn't connect ti iPhone.,"[""quality""]"
Coffee Scoop,One Star. it NEVER worked!,"[""quality""]"
Pain Relief Cream,One Star. It didn't help my leg pain.,"[""performance""]"
Coffee Maker,"One Star. in opposite to what the image shows, the item is fully opaque and not transparent.","[""non-review""]"
Bath Towel / Wrap,"One Star. If the Velcro isn't done just right, it just shreds this product. It's absorbency is about nil.","[""quality""]"
Coffee Filter,"One Star. I would not recommend these, it actually prevent the water for entering the machine.","[""performance""]"
Hair Clips,One Star. Half of the clips were broken in the bag. Not worth sending back due to the delivery charge.,"[""quality""]"
Micro SD Memory Card,One Star. Had to return could use camera,"[""none""]"
Pain Relief Cream,One Star. Get a prescription. Much safer and pure.,"[""quality""]"
Smart Scale,One Star. Doesn't connect to wifi,[“performance”]
Anti-slip wax for glasses,One Star. Does not work,"[""performance""]"
Stain Remover,One Star. does NOT remove baby's food,"[""performance""]"
Curling Brush / Iron,One Star. Does not get hot enough to work well. Hair gets tangled.,"[""performance""]"
Amazon Fire Tablet,One Star. Crap.,"[""none""]"
Necklace,One Star. Cord undone when arrived,"[""quality""]"
Necklace,One Star. Cheap looking when you get it and it was cheap so what did I expect?,"[""quality""]"
Bluetooth Speakers,One Star. Charging port no longer works.  Speaker didn't last.,"[""quality""]"
Earbuds,"One Star. Broke, junk","[""quality""]"
Foot Scrubber / Massager,"One Star. Broke the second I used it, doesn't stick in place, had to request a refund","[""quality""]"
Shampoo,One Star. Been using this for over a month now and it has dried my hair out even more,"[""performance""]"
Stain Remover,One Star. Awful. Doesn’t remove stains. I’ve gone back to Shout.,"[""performance""]"
Bluetooth Speakers,One Star. Arrived not working.,"[""quality""]"
Logitech Mouse,One Star. &#34;Quirkiest&#34; trackball I've ever used.,"[""design""]"
Kitchen Tools,"One does not fit. One of them did not fit. It seems that one of the 8&#34; burners is not identical to its mate. The heating element will not fit inside that one, but the other three I received are fine.","[""quality""]"
Bluetooth Speakers,"One did not work, not happy for what I paid. I was happy with one of them. But one of them did not work. I was very disappointed. I would like another one that works. For the money I paid.","[""quality"",""value""]"
Hair curler,"Once you get the hang of it.... This is a little hard to use, to get the hang of it...I wish it came with a detailed instruction manual. Getting your hair to wrap around the balls is harder that you think--they always seem to gravitate to the inner parts--which is supposed to get you a different style. I'm still working on it. But I like the curls, it heats up fast","[""design"",""performance""]"
Water Filter,once installed the water had bad aftertaste - sent it back. had to send it back - it is easy to install but the water had an after taste once installed - i did reset my refrigerator filter button a few times but still had a aftertaste,[“performance”]
Pain Relief Cream,Old?. I honestly don't even think this stuff works... I have liquid DMSO and it burns when you put it on the skin (not a bad thing) and it relieves pain. I don't think this does anything. I used a lot of my hand and hard and don't think I felt a difference at all. Maybe I'm just used to it not being mixed with anything else...,"[""performance""]"
Hair Clips,"okay. These are low priced and you get a fairly light weight, flimsy clip, Hair clips dont need to be ultra strong but these break easily. Okay for the price, but if you plan to use them a lot you might want to try another option.","[""quality"",""value""]"
Coffee Filter,Okay. Great for needing quick to use. Think there’s better ones out there but still good,"[""performance""]"
Pain Relief Cream,Okay product. No rose scent and don’t notice any pain relief!!,"[""quality""]"
Water Filter,"OK.. Does its job.  WAY expensive.  And if you wait until 3-4 days before it's due to be changed, ice turns gray from charcoal.  Otherwise, whatever- it's a filter.","[""performance"",""value""]"
Necklace,Ok. This piece is more dramatic than I am. But cute,"[""design""]"
Coffee Maker Cups,"ok. they work, but they don't hold enough coffee because of the dip in the top","[""performance""]"
Micro SD Memory Card,Ok. Ok,"[""non-review""]"
Cotton Rounds,ok. ok,"[""non-review""]"
Amazon Fire Tablet,Ok. It’s ok,"[""none""]"
Amazon Smart Plug,"Ok, not bad. Not bad but too wide. Need a smaller size","[""design""]"
Soap Sheets,Ok product.. Did not suds up much. Had to use several at a time to satisfy my description of cleanliness.,"[""performance""]"
Coffee Filter,Ok if you like weak coffee.. Coffee maker still overflowing !!!!!!,"[""performance""]"
Foot Scrubber / Massager,Ok but the won't stay in one place with suction .... Ok  but the won't stay in one place with suction cups allowing it to move making it difficult to use,"[""performance""]"
Cleaner,"Ohhh A soft scrubby. I was surprised how well this cleaned.  Removed grease  from places I had trouble with before. Would love if it was a little larger, still, works wonders if you add a bit of cleaner or viviparous to sponge.  If you have reactions to cleanser because of odor or chemicals this is a must have.","[""performance""]"
Listerine pump for mouthwash,"Now I do not need a funnel to fill my travel size mouthwash container. Need to pump 3/4x’s, that’s ok though.<br /> Pump can squirt a little on the coming back up.","[""performance""]"
Amazon Fire TV Stick,Nothing to say. Nothing to say,"[""non-review""]"
Shampoo,Nothing special. Noticed no benefits. Especially disappointing for the price point.,"[""value""]"
Tea Infuser,"Nothing special. I dont understand why it’s for that price, nothing special","[""value""]"
Amazon Fire Tablet,Nothing but an add machine. Its un-good. Pretty much a commercial.,"[""non-review""]"
Coffee Filter,"not worth the price. From ten dollars for 100, a price that was in effect for many many years, they now charge fifty dollars for the same thing.","[""value""]"
Cleaner,Not worth the money. These would be great if they lasted more than one swipe.,"[""quality"",""value""]"
Back Cushion,Not worth the money!. Wasn’t all they claimed to be. If I haven’t already throw the boxes away I would have returned them.,"[""value""]"
Coffee Filter,"not worth the momey. got it because i like my brand of coffee, when i brewed first cup it was brown water.I like strong coffee don't spend your money.","[""performance"",""value""]"
Listerine pump for mouthwash,Not worth it. The product description wasn’t clear enough about which mouth wash containers this fits. I would have returned it but it wasn’t worth my time for a $6 item.,"[""value""]"
False Eyelashes,Not worth it. Poor quality,"[""quality""]"
Micro SD Memory Card,Not worth it. It stops working after a month,"[""quality""]"
Hairspray,"Not worth it, clogged nozzle. Nozzle clogged up. Spray won’t come out. Stopped buying it.","[""quality""]"
Hairspray,"Not what it says it is!!! Bad buy. It is not the same spray ! I should of believed the other people that have bought this , I try to give a chance but I sprayed my hair and it does not hold , like my other bed head spray I have bought at Salons.","[""performance""]"
Soft Tissues,Not what it appears. The package was difficult to access and a very limited amount for the price. They did give me a refund.,"[""design"",""value""]"
Glycerin,"Not what is pictured!. I bought this glycerin because it was *supposed* to be Essential Depot brand. Instead I got the glycerin with the red, white, and blue label.<br /><br />I expect to receive what is in the picture. I will send a note to Essential Depot informing them of the switch.<br /><br />I ain't very happy right now.","[""none""]"
Echo Dot,Not what i wantef. I have a son with speech impediment. Didn't pick him up at al,"[""non-review""]"
Exfoliating Cloth,"Not what I thought.... These are much rougher than I thought they would be.  They feel more like the material of a loofah than an exfoliating wash cloth.  I would never use these on my face, but they might come in handy for your feet (they are that rough).","[""quality""]"
Kindle Tablet ,"Not what I expected. Whole it worked I really liked it. It lasted 14 months. My bad, I didn't buy an extended warranty as all my Kindles seemed to last forever. Most I gave away when I upgraded.  Next time I'll know better.","[""quality""]"
